id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
1551,,,,很好,0,2,整体,正面
1551,,,,挺薄的,5,8,使用体验,正面
1551,,,,很舒服,18,21,使用体验,正面
1552,清洁度,0,3,还不错,3,6,功效,正面
1552,保湿效果,7,11,很好,11,13,功效,正面
1553,物流,0,2,好快,2,4,物流,正面
1554,清洁效果,10,14,不错,14,16,功效,正面
1554,,,,不紧绷,19,22,使用体验,正面
1555,酒精味,0,3,很明显,3,6,气味,负面
1556,,,,还不错,2,5,整体,正面
1556,,,,很舒服,16,19,使用体验,正面
1557,清香,5,7,淡淡的,2,5,气味,正面
1557,,,,还可以,8,11,整体,正面
1558,精华,8,10,挺多的,10,13,成分,正面
1558,,,,还不错,4,7,整体,正面
1558,,,,挺好用的,14,18,使用体验,正面
1559,,,,不错,0,2,整体,正面
1559,补水效果,3,7,很好,7,9,功效,正面
1560,物流,0,2,很快,2,4,物流,正面
1560,态度,5,7,很好,7,9,物流,正面
1560,颜值,12,14,很高,14,16,包装,正面
1561,,,,不错,2,4,整体,正面
1562,物流,6,8,超快,8,10,物流,正面
1562,延展性,20,23,很好,23,25,使用体验,正面
1562,,,,调节肤色,31,35,功效,正面
1562,,,,很好用,36,39,整体,正面
1563,,,,挺好,3,5,整体,正面
1563,味道,6,8,挺清淡的,9,13,气味,正面
1564,,,,非常好,0,3,整体,正面
1565,,,,很好用,2,5,整体,正面
1565,补水效果,5,9,很好,9,11,功效,正面
1566,包装,0,2,完好,2,4,包装,正面
1566,快递小哥服务,5,11,很好,11,13,物流,中性
1567,,,,挺好的,0,3,整体,正面
1567,,,,不错,15,17,整体,正面
1568,包装,8,10,,,,包装,中性
1569,,,,很不错,2,5,整体,正面
1569,,,,干净,6,8,功效,正面
1569,,,,不紧绷,8,11,使用体验,正面
1570,送货速度,0,4,快,4,5,物流,正面
1570,包装,6,8,完整,8,10,包装,正面
1570,,,,杠杠的,15,18,整体,正面
1571,,,,比较喜欢,14,18,整体,正面
1571,,,,挺补水的,27,31,功效,正面
1571,,,,水嫩的,42,45,使用体验,正面
1572,包装,6,8,,,,包装,正面
1572,滋润度,16,19,正好,23,25,使用体验,正面
1572,增白效果,32,36,不喜欢,37,40,功效,负面
1573,,,,很好用,5,8,整体,正面
1573,,,,用量少,9,12,使用体验,正面
1573,,,,洗的干净,12,16,功效,正面
1574,,,,很不错,10,13,整体,正面
1575,遮瑕效果,9,13,不错,13,15,功效,正面
1575,,,,挺好用,0,3,整体,正面
1575,,,,很好,6,8,整体,正面
1575,,,,湿润,16,18,使用体验,正面
1576,补水效果,0,4,太好,4,6,功效,正面
1576,,,,5星好评,29,33,整体,正面
1577,,,,挺好用的,16,20,整体,正面
1577,,,,是正品,21,24,真伪,正面
1578,,,,很好用,0,3,整体,正面
1579,送货速度,2,6,真的很快,6,10,物流,正面
1579,服务态度,11,15,好,16,17,物流,正面
1580,价格,7,9,便宜,9,11,价格,正面
1580,,,,还不错,2,5,整体,正面
1581,,,,还可以,30,33,整体,正面
1582,,,,挺好的,4,7,整体,正面
1583,,,,物美价廉,4,8,价格,正面
1583,,,,不错,0,2,整体,正面
1584,香味,8,10,不是很喜欢,11,16,气味,负面
1584,,,,有保湿效果,17,22,功效,正面
1585,收货,10,12,完美,8,10,物流,正面
1585,,,,很喜欢,0,3,整体,正面
1585,,,,非常好,4,7,整体,正面
1586,设计,28,30,很贴心,24,27,包装,正面
1586,,,,挺好的,0,3,整体,正面
1586,,,,很便宜,15,18,价格,正面
1587,,,,很快,3,5,物流,正面
1587,,,,还可以,8,11,整体,正面
1587,,,,满意,12,14,整体,正面
1588,,,,很喜欢,0,3,整体,正面
1589,,,,不泛白,4,7,功效,正面
1589,,,,不是特别油腻,8,14,使用体验,正面
1589,,,,还可以,15,18,整体,正面
1589,防晒效果,19,23,,,,功效,中性
1590,快递,2,4,就是快,4,7,物流,正面
1591,,,,很好用,14,17,整体,正面
1592,,,,一般般,0,3,整体,中性
1593,,,,还挺好用的,2,7,整体,正面
1594,,,,还可以,0,3,整体,正面
1594,包装,18,20,不是很好,20,24,包装,负面
1594,吸收,10,12,挺好的,12,15,使用体验,正面
1595,,,,非常不错,0,4,整体,正面
1595,,,,非常划算,14,18,价格,正面
1595,,,,太棒了,23,26,价格,正面
1596,补水效果,19,23,不错,23,25,功效,正面
1596,,,,很好用,15,18,整体,正面
1597,,,,很好用,9,12,整体,正面
1597,,,,不过敏,15,18,整体,正面
1598,活动,1,3,挺优惠的,4,8,价格,正面
1599,价格,9,11,实惠,15,17,价格,正面
1599,,,,是正品,18,21,真伪,正面
1599,物流,22,24,快,24,25,物流,正面
1600,,,,好评,37,39,整体,正面
1601,到货,0,2,快,2,3,物流,正面
1601,,,,好用,4,6,整体,正面
1601,补水,7,9,好,13,14,功效,正面
1601,隔离效果,9,13,好,13,14,功效,正面
1601,价格,15,17,实惠,17,19,价格,正面
1601,,,,很喜欢,23,26,整体,正面
1601,,,,很划算,20,23,价格,正面
1602,包装,3,5,没心情了,6,10,包装,负面
1602,,,,不知道是不是正品,11,19,真伪,中性
1603,,,,很不错,9,12,整体,正面
1603,,,,很好,17,19,其他,正面
1603,,,,自然,20,22,功效,正面
1604,,,,还不错,5,8,整体,正面
1605,,,,好评,11,13,整体,正面
1605,快递小哥,17,21,好,26,27,物流,正面
1605,,,,给赞,28,30,整体,正面
1606,清洁能力,0,4,很给力,5,8,功效,正面
1607,,,,好用,5,7,整体,正面
1607,,,,非常的服帖,8,13,使用体验,正面
1607,精华液,14,17,不多,18,20,成分,正面
1607,,,,很清爽,28,31,使用体验,正面
1607,,,,很喜欢,32,35,整体,正面
1608,,,,还不错,22,25,整体,正面
1609,,,,好评,6,8,整体,正面
1610,服务,24,26,好,26,27,服务,正面
1611,,,,很不错,0,3,整体,正面
1611,,,,实惠,4,6,价格,正面
1611,,,,好用,6,8,整体,正面
1611,,,,喜欢,8,10,整体,正面
1612,,,,舒服,2,4,使用体验,正面
1612,,,,不错,4,6,整体,正面
1612,,,,实惠,17,19,价格,正面
1612,,,,实用,20,22,整体,正面
1613,,,,很舒服,2,5,整体,正面
1614,快递,0,2,很快,2,4,物流,正面
1614,味道,8,10,还好,11,13,气味,正面
1614,,,,很喜欢,5,8,整体,正面
1615,,,,不刺激,2,5,使用体验,正面
1616,物流,6,8,很快,8,10,物流,正面
1616,快递小哥,11,15,很热情,15,18,物流,正面
1617,,,,还不错,8,11,整体,正面
1617,,,,挺喜欢,12,15,整体,正面
1618,,,,还不错,15,18,整体,正面
1619,,,,不知道是不是正品,0,8,真伪,中性
1620,,,,还不错,7,10,整体,正面
1620,,,,便宜,11,13,价格,正面
1621,,,,很好,2,4,整体,正面
1621,,,,很心塞,23,26,价格,负面
1622,,,,很舒服,17,20,使用体验,正面
1622,,,,非常不错,4,8,整体,正面
1623,,,,浮粉,0,2,使用体验,负面
1623,,,,不贴合,3,6,使用体验,负面
1624,,,,太快了,9,12,物流,正面
1625,,,,非常不错,5,9,整体,正面
1625,,,,物有所值,0,4,整体,正面
1626,,,,非常好,0,3,整体,正面
1626,,,,很划算,9,12,价格,正面
1627,味道,0,2,很不错,2,5,气味,正面
1627,,,,好用,26,28,整体,正面
1628,,,,很好,3,5,整体,正面
1629,遮瑕效果,0,4,,,,功效,中性
1630,价格,35,37,美丽,38,40,价格,正面
1630,精华,8,10,很多,10,12,成分,正面
1630,,,,很不错,2,5,整体,正面
1631,,,,确实不错,0,4,整体,正面
1632,物流,16,18,就是快,18,21,物流,正面
1632,快递小哥服务态度,31,39,比较好,39,42,物流,正面
1632,,,,比较满意,0,4,整体,正面
1633,,,,不错,2,4,整体,正面
1634,,,,非常不错,13,17,整体,正面
1635,,,,挺不错的,9,13,整体,正面
1635,,,,很补水,21,24,功效,正面
1636,,,,还不错,26,29,整体,正面
1637,,,,还行,0,2,整体,正面
1637,味道,4,6,不习惯,9,12,气味,负面
1638,物流,14,16,挺快的,17,20,物流,正面
1638,,,,挺好的,0,3,整体,正面
1639,,,,很保湿,3,6,功效,正面
1639,,,,很划算,9,12,价格,正面
1640,,,,太合适,8,11,价格,正面
1640,补水,25,27,,,,功效,中性
1640,美白,19,21,,,,功效,中性
1640,紧致,17,19,,,,功效,中性
1641,,,,还行,22,24,整体,正面
1641,,,,挺滋润的,24,28,使用体验,正面
1642,,,,很好用,17,20,整体,正面
1642,,,,补水,21,23,功效,正面
1642,快递,25,27,真的很快,27,31,物流,正面
1643,价位,20,22,合理,23,25,价格,正面
1643,,,,不错,11,13,整体,正面
1644,,,,还好吧,0,3,整体,正面
1645,,,,喜欢,6,8,整体,正面
1646,,,,很好用,0,3,整体,正面
1647,水份,3,5,充足,5,7,成分,正面
1647,保湿效果,8,12,棒,13,14,功效,正面
1647,,,,很好,0,2,整体,正面
1648,泡沫,12,14,丰富,14,16,使用体验,正面
1648,,,,干净,19,21,功效,正面
1648,,,,不干燥,21,24,使用体验,正面
1649,,,,还可以,6,9,整体,正面
1650,,,,不贵,7,9,价格,正面
1650,,,,好用,11,13,整体,正面
1650,,,,很好,4,6,整体,正面
1650,,,,很自然,18,21,功效,正面
1650,,,,挺喜欢的,22,26,整体,正面
1651,,,,超级喜欢,14,18,整体,正面
1651,,,,不错,0,2,整体,正面
1651,,,,应该可以,33,37,整体,正面
1652,,,,质优价廉,0,4,价格,正面
1652,送货速度,5,9,快,9,10,物流,正面
1653,,,,超级划算,0,4,价格,正面
1653,盒子,16,18,很漂亮,18,21,包装,正面
1653,,,,润润的,25,28,使用体验,正面
1654,,,,不错,14,16,整体,正面
1655,,,,不过敏,8,11,使用体验,正面
1656,,,,很好,10,12,整体,正面
1657,,,,不错,0,2,整体,正面
1657,,,,挺满意的,3,7,整体,正面
1658,,,,还不错,14,17,整体,正面
1659,价格,16,18,很好,7,9,使用体验,正面
1659,,,,美白,10,12,功效,正面
1659,,,,遮瑕,13,15,功效,正面
1659,价格,16,18,挺实惠,19,22,价格,正面
1659,,,,货真价值,23,27,整体,正面
1660,,,,很好,0,2,整体,正面
1661,,,,不错,7,9,整体,正面
1662,价格,13,15,便宜,15,17,价格,正面
1662,送货,18,20,快,20,21,物流,正面
1662,,,,挺好的,0,3,整体,正面
1662,,,,很方便,22,25,整体,正面
1662,,,,很喜欢,4,7,整体,正面
1663,物流,6,8,特别快,8,11,物流,正面
1664,包装,29,31,忒简单,31,34,包装,负面
1664,,,,薄点,17,19,使用体验,正面
1665,,,,可以,7,9,整体,正面
1666,价格,7,9,实惠,9,11,价格,正面
1666,,,,不错,13,15,整体,正面
1666,,,,喜欢,17,19,整体,正面
1667,物流,0,2,快,2,3,物流,正面
1668,卸妆,0,2,还不错,2,5,整体,正面
1668,赠品,6,8,,,,价格,正面
1669,,,,非常好,4,7,整体,正面
1669,物流,10,12,非常强,13,16,物流,正面
1670,,,,挺好用的,0,4,整体,正面
1670,,,,太少了,6,9,其他,负面
1671,,,,很舒服,3,6,整体,正面
1671,,,,不会浮粉,7,11,使用体验,正面
1672,,,,很好用,0,3,整体,正面
1672,,,,挺湿润的,4,8,使用体验,正面
1672,,,,不干,9,11,使用体验,正面
1672,物流,25,27,给力,29,31,物流,正面
1673,,,,很好用,0,3,整体,正面
1674,,,,正品,8,10,真伪,正面
1675,,,,非常好,0,3,整体,正面
1675,,,,好帖,8,10,使用体验,正面
1675,,,,好喜欢,5,8,整体,正面
1676,,,,挺好的,8,11,整体,正面
1677,,,,一般般,6,9,整体,中性
1678,,,,还可以,0,3,整体,正面
1679,包装,0,2,很大气,2,5,包装,正面
1679,,,,很服帖,7,10,使用体验,正面
1679,外观,12,14,很漂亮,15,18,包装,正面
1680,,,,很好,5,7,整体,正面
1680,,,,便宜,9,11,价格,正面
1681,味道,20,22,喜欢,17,19,气味,正面
1682,,,,还不错,0,3,整体,正面
1682,,,,挺清爽的,6,10,使用体验,正面
1683,,,,挺好的,0,3,整体,正面
1683,,,,便宜,11,13,价格,正面
1684,,,,最实汇的,0,4,价格,正面
1685,快递,7,9,非常给力,9,13,物流,正面
1685,活动力度,19,23,大,23,24,价格,正面
1685,,,,很便宜,25,28,价格,正面
1686,补水效果,8,12,超好,12,14,功效,正面
1686,,,,好实惠,4,7,价格,正面
1687,,,,五星好评,13,17,整体,正面
1688,泡沫,4,6,不多,6,8,使用体验,中性
1688,清洁力,10,13,跟强,13,15,功效,正面
1688,,,,很好用,0,3,整体,正面
1688,,,,有香味,16,19,气味,正面
1688,,,,很补水,23,26,功效,正面
1689,,,,正品,3,5,真伪,正面
1690,,,,那么白,9,12,功效,负面
1691,,,,不怎么样,2,6,整体,负面
1691,,,,不是很遮瑕,7,12,功效,负面
1691,,,,不服帖,13,16,使用体验,负面
1692,质量,2,4,不错,4,6,其他,正面
1692,,,,非常喜欢,6,10,整体,正面
1692,,,,很满意,16,19,整体,正面
1693,,,,很润,0,2,使用体验,正面
1693,,,,喜欢,3,5,整体,正面
1694,,,,有点味道,2,6,气味,负面
1694,,,,不太喜欢,7,11,气味,负面
1694,,,,还好,14,16,整体,正面
1694,,,,过得去,17,20,整体,正面
1695,,,,很实惠,2,5,价格,正面
1696,,,,非常满意,5,9,整体,正面
1696,快递员,18,21,很好,22,24,物流,正面
1696,,,,好评,25,27,整体,正面
1697,,,,五分好评,11,15,整体,正面
1697,价格,6,8,划算,8,10,价格,正面
1698,发货速度,0,4,很快,4,6,物流,正面
1699,,,,不错,0,2,整体,正面
1700,,,,挺好的,12,15,整体,正面
1700,,,,好用,22,24,整体,正面
1701,,,,不错,2,4,整体,正面
1701,,,,不油,5,7,使用体验,正面
1702,,,,稍微过敏,20,24,使用体验,负面
1703,价格,5,7,很美丽,8,11,价格,正面
1703,,,,挺好了,0,3,整体,正面
1704,,,,非常好,13,16,整体,正面
1704,,,,不沙眼睛,21,25,使用体验,正面
1705,清爽度,0,3,,,,使用体验,中性
1705,,,,实惠,9,11,价格,正面
1706,,,,挺好用,0,3,整体,正面
1706,价格,20,22,实惠,22,24,价格,正面
1707,,,,确实不错,6,10,整体,正面
1708,包装,25,27,很好,27,29,包装,正面
1709,性价比,20,23,高,24,25,价格,正面
1709,,,,好用,17,19,整体,正面
1710,,,,很好,5,7,整体,正面
1711,保湿,12,14,很不错,14,17,功效,正面
1712,精华,5,7,特别多,8,11,成分,正面
1712,,,,非常好用,0,4,整体,正面
1713,,,,好评,23,25,整体,中性
1714,上妆效果,0,4,容易上装,5,9,使用体验,正面
1714,,,,自然,14,16,功效,正面
1714,,,,不干燥,21,24,使用体验,正面
1715,,,,蛮好用的,2,6,整体,正面
1715,,,,蛮白的,11,14,功效,正面
1715,,,,特别细腻,23,27,使用体验,正面
1715,,,,均匀,27,29,功效,正面
1716,,,,方便,12,14,整体,正面
1716,速度,17,19,快,19,20,物流,正面
1717,,,,一般,0,2,整体,中性
1718,,,,喜欢,12,14,整体,正面
1718,,,,提亮肤色,7,11,功效,正面
1719,,,,好惊喜,32,35,整体,正面
1720,,,,还不错,16,19,整体,正面
1721,包装,1,3,不行,5,7,包装,负面
1722,,,,特别好用,9,13,整体,正面
1723,,,,超喜欢,7,10,整体,正面
1723,,,,很不错,14,17,整体,正面
1723,,,,一如既往的喜欢,20,27,整体,正面
1724,,,,补水,35,37,功效,正面
1724,,,,保湿,37,39,功效,正面
1724,,,,提亮,39,41,功效,正面
1724,,,,清洁,41,43,功效,正面
1724,,,,收缩毛孔,43,47,功效,正面
1725,,,,很好,9,11,整体,正面
1725,,,,不错,36,38,整体,正面
1726,,,,绝对正品,23,27,真伪,正面
1726,,,,不过敏,41,44,使用体验,正面
1726,,,,美美哒,37,40,整体,正面
1727,卖家,3,5,很好,0,2,服务,正面
1727,礼品,12,14,,,,价格,正面
1728,价钱,12,14,合理,14,16,价格,正面
1728,赠品,17,19,很多,19,21,价格,正面
1729,,,,很好用,0,3,整体,正面
1729,,,,很白,4,6,功效,正面
1730,,,,还不错,7,10,整体,正面
1730,价格,11,13,很亲民,14,17,价格,正面
1731,防晒,0,2,不错,6,8,功效,正面
1731,,,,显白,14,16,功效,正面
1731,隔离效果,2,6,不错,6,8,功效,正面
1732,卸妆,0,2,比较干净,2,6,功效,正面
1733,快递,0,2,快,3,4,物流,正面
1733,,,,特别自然,19,23,功效,正面
1733,,,,白了一个度,26,31,功效,正面
1734,,,,很不错,2,5,整体,正面
1734,,,,不浮粉,6,9,使用体验,正面
1734,,,,不跑妆,10,13,使用体验,正面
1735,香味,16,18,特喜欢,11,14,气味,正面
1736,,,,挺好的,0,3,整体,正面
1736,,,,好吸收,4,7,使用体验,正面
1736,,,,适合,9,11,整体,正面
1737,,,,不错,2,4,整体,正面
1737,,,,好评,5,7,整体,正面
1738,,,,跟补水,4,7,功效,正面
1739,,,,垃圾,4,6,整体,负面
1739,,,,欺骗,29,31,服务,负面
1740,,,,很好,19,21,整体,正面
1741,快递,11,13,很给力,13,16,物流,正面
1741,,,,蛮好的,24,27,整体,正面
1741,活动,29,31,便宜了很多,34,39,价格,正面
1742,,,,很好用,2,5,整体,正面
1743,,,,超级好用,0,4,整体,正面
1743,,,,美美的,13,16,整体,正面
1744,,,,超级划算,14,18,价格,正面
1745,,,,油,0,1,使用体验,负面
1746,,,,还是不错的,6,11,功效,正面
1747,,,,挺划算,2,5,价格,正面
1748,,,,蛮喜欢的,22,26,整体,正面
1749,,,,是正品,3,6,真伪,正面
1750,,,,非常好,19,22,整体,正面
1751,,,,特别好,0,3,整体,正面
1751,,,,很滋润,9,12,使用体验,正面
1751,补水效果,12,16,不错,17,19,功效,正面
1751,,,,满分,20,22,整体,正面
1752,,,,非常好用,12,16,整体,正面
1752,,,,很满意,22,25,整体,正面
1753,,,,不错,12,14,整体,正面
1754,,,,还不错,0,3,整体,正面
1754,,,,便宜很多,16,20,价格,正面
1755,,,,挺好的,9,12,整体,正面
1756,,,,好用,15,17,整体,正面
1757,,,,还好,5,7,整体,正面
1757,,,,不爽,27,29,价格,负面
1758,物流,0,2,快,2,3,物流,正面
1759,,,,很好用,0,3,整体,正面
1759,,,,白白透透的,7,12,功效,正面
1759,,,,一点也不浮,13,18,使用体验,正面
1759,,,,好上妆,19,22,使用体验,正面
1760,修饰肤色,4,8,比较自然,11,15,功效,正面
1761,,,,还不错,10,13,整体,正面
1761,价格,14,16,便宜,17,19,价格,正面
1762,物流,0,2,真快,2,4,物流,正面
1762,,,,很划算,13,16,价格,正面
1763,,,,喜欢,2,4,整体,正面
1764,,,,是正品,0,3,真伪,正面
1764,,,,很好用,8,11,整体,正面
1765,水分,3,5,足,5,6,成分,正面
1765,,,,很实惠,23,26,价格,正面
1765,,,,不错,0,2,整体,正面
1765,,,,贴个面部,7,11,使用体验,正面
1765,,,,非常好用,12,16,整体,正面
1766,,,,很好用,0,3,整体,正面
1767,物流,10,12,很快,12,14,物流,正面
1767,服务态度,15,19,很好,19,21,服务,正面
1767,,,,不错,2,4,整体,正面
1768,送货速度,0,4,快,4,5,物流,正面
1768,,,,好,5,6,整体,正面
1769,,,,没有紧绷感,5,10,使用体验,正面
1769,,,,补水,0,2,功效,正面
1770,,,,好用,0,2,整体,正面
1770,,,,很实惠,11,14,价格,正面
1771,送货,4,6,很给力,7,10,物流,正面
1771,,,,不错,19,21,整体,正面
1772,物流,0,2,慢死,2,4,物流,负面
1772,赠品,22,24,没,21,22,价格,负面
1773,,,,挺好的,11,14,整体,正面
1773,,,,好评,15,17,整体,正面
1774,,,,好用,0,2,整体,正面
1774,,,,非常不错,11,15,整体,正面
1775,上妆效果,0,4,不错,5,7,功效,正面
1775,上妆效果,0,4,很自然,8,11,功效,正面
1776,价格,0,2,便宜,3,5,价格,正面
1776,味道,6,8,清新,8,10,气味,正面
1776,,,,很舒适,13,16,使用体验,正面
1776,,,,清爽,16,18,使用体验,正面
1777,快递小哥,17,21,很给力,21,24,服务,正面
1777,包装,27,29,,,,包装,负面
1778,物流速度,24,28,很快,28,30,物流,正面
1778,,,,很不错,0,3,整体,正面
1778,,,,喜欢,16,18,整体,正面
1778,,,,点赞,19,21,整体,正面
1779,,,,不好用,0,3,整体,负面
1779,清洁能力,4,8,差的要死,8,12,功效,负面
1780,,,,很贴皮肤,8,12,使用体验,正面
1781,,,,特别好,2,5,整体,正面
1782,,,,还可以,9,12,整体,正面
1782,,,,服帖,16,18,使用体验,正面
1783,,,,很水润,0,3,使用体验,正面
1783,,,,超级好用,4,8,整体,正面
1784,,,,很清爽,4,7,使用体验,正面
1784,,,,还行,22,24,整体,正面
1784,,,,很好涂开,8,12,使用体验,正面
1784,,,,泛油光,16,19,使用体验,中性
1785,,,,超级服帖,24,28,使用体验,正面
1785,,,,很喜欢,29,32,整体,正面
1786,包装,6,8,好,8,9,包装,正面
1786,服务,10,12,好,8,9,服务,正面
1786,,,,五星好评,14,18,整体,正面
1787,,,,非常喜欢,7,11,整体,正面
1787,,,,非常好用,0,4,整体,正面
1788,快递,0,2,速度快,2,5,物流,正面
1788,,,,还不错,6,9,整体,正面
1789,,,,很好用,0,3,整体,正面
1789,,,,便宜,11,13,价格,正面
1790,泡沫,2,4,不太好洗掉,4,9,使用体验,负面
1791,设计,6,8,很帮,8,10,其他,正面
1791,,,,挺好用的,11,15,整体,正面
1792,,,,还可以,0,3,整体,中性
1793,,,,满意,2,4,整体,正面
1794,补水效果,0,4,好,4,5,功效,正面
1794,,,,好用,15,17,整体,正面
1795,物流速度,12,16,快,17,18,物流,正面
1795,老板,19,21,很好,22,24,服务,正面
1795,,,,还是不错的,2,7,整体,正面
1795,,,,很喜欢,8,11,整体,正面
1796,,,,不错,0,2,整体,正面
1796,,,,很好用,3,6,整体,正面
1797,,,,好评,0,2,整体,正面
1797,,,,很好用,9,12,整体,正面
1798,推开,6,8,不错,9,11,使用体验,正面
1798,,,,很香,0,2,气味,正面
1798,,,,白白嫩嫩的,12,17,使用体验,正面
1799,,,,难用,0,2,整体,负面
1799,,,,不适合,11,14,整体,负面
1799,,,,怪怪的,22,25,整体,负面
1799,,,,浮了,30,32,使用体验,负面
1800,活动,2,4,超级合适,4,8,价格,正面
1800,送货速度,18,22,非常快,22,25,物流,正面
1800,精华液,29,32,很多,32,34,成分,正面
1801,,,,还可以,18,21,整体,正面
1802,包装,3,5,很好,0,2,包装,正面
1802,,,,很好,0,2,整体,正面
1803,物流,15,17,很快,17,19,物流,正面
1803,,,,很好,0,2,整体,正面
1803,,,,非常好,2,5,整体,正面
1803,,,,很满意,6,9,整体,正面
1803,,,,不错,12,14,整体,正面
1804,,,,可以,0,2,整体,正面
1804,,,,很好用,3,6,整体,正面
1805,,,,不错,0,2,整体,正面
1805,,,,快,4,5,物流,正面
1806,活动,1,3,,,,价格,正面
1806,,,,还行,17,19,整体,正面
1807,,,,挺好用,0,3,整体,正面
1807,,,,不干皮,4,7,使用体验,正面
1807,,,,肤色很亮,10,14,功效,正面
1807,,,,不脱妆,15,18,使用体验,正面
1807,,,,好用,32,34,整体,正面
1808,活动,13,15,很实惠,16,19,价格,正面
1808,补水效果,3,7,很好,7,9,功效,正面
1808,,,,好用,0,2,整体,正面
1809,,,,很不错,0,3,整体,正面
1809,,,,很好,24,26,整体,正面
1810,,,,还可以,0,3,整体,正面
1810,,,,挺服帖的,7,11,使用体验,正面
1811,,,,还可以,0,3,整体,正面
1812,,,,可以,0,2,整体,正面
1812,,,,油亮亮的,11,15,使用体验,负面
1813,,,,超喜欢的,0,4,整体,正面
1813,,,,很自然,7,10,功效,正面
1813,,,,美美哒,10,13,整体,正面
1814,,,,滑滑的,4,7,使用体验,正面
1814,,,,不紧绷,8,11,使用体验,正面
1815,态度,18,20,很好,20,22,服务,正面
1815,,,,相当的满意,23,28,服务,正面
1816,,,,一般,5,7,整体,中性
1817,,,,挺好的,15,18,整体,正面
1817,,,,有点香,21,24,气味,负面
1817,,,,不适应,27,30,气味,负面
1818,,,,还不错,11,14,整体,正面
1818,,,,不油腻,15,18,使用体验,正面
1818,,,,很滋润,19,22,使用体验,正面
1819,,,,不太好,0,3,整体,负面
1820,补水效果,4,8,不错,8,10,功效,正面
1821,,,,比较贴合,9,13,使用体验,正面
1821,,,,不错,0,2,整体,正面
1822,颜色,0,2,比较好看,2,6,功效,正面
1822,,,,清凉,11,13,使用体验,正面
1822,,,,还可以,17,20,整体,正面
1823,味道,21,23,不好,27,29,气味,负面
1824,,,,很划算,7,10,价格,正面
1824,,,,不错,18,20,整体,正面
1825,外观,0,2,好看,2,4,包装,正面
1825,,,,很滋润,13,16,使用体验,正面
1825,香味,23,25,很好闻,26,29,气味,正面
1826,速度,5,7,佩服,0,2,物流,正面
1827,,,,不错,2,4,整体,正面
1827,,,,很喜欢,5,8,整体,正面
1828,,,,很超值,7,10,价格,正面
1829,收货,0,2,迅速,2,4,物流,正面
1829,,,,很保湿,14,17,功效,正面
1829,,,,不行,34,36,整体,负面
1829,,,,很粘,41,43,使用体验,负面
1830,,,,不是很好用,5,10,整体,负面
1831,价格,0,2,优惠,2,4,价格,正面
1831,,,,挺好,7,9,整体,正面
1831,,,,很喜欢,10,13,整体,正面
1832,遮瑕效果,0,4,超好,4,6,功效,正面
1832,,,,有点干,14,17,使用体验,负面
1833,,,,很划算,8,11,价格,正面
1833,,,,挺好的,4,7,整体,正面
1833,,,,还不错,0,3,整体,正面
1834,大小,0,2,刚好,2,4,尺寸,正面
1834,水份,5,7,足,7,8,成分,正面
1834,,,,白嫩,11,13,使用体验,正面
1835,,,,满意,5,7,整体,正面
1836,,,,好评,19,21,整体,正面
1836,,,,很好用,15,18,整体,正面
1836,,,,很好,3,5,整体,正面
1837,,,,不错,0,2,整体,正面
1838,,,,一直信赖,18,22,整体,正面
1838,,,,很划算的,0,4,价格,正面
1839,,,,正品,15,17,真伪,正面
1839,,,,蛮好用的,6,10,整体,正面
1840,,,,还可以,2,5,整体,正面
1841,,,,好用,7,9,整体,正面
1842,,,,很好用,26,29,整体,正面
1843,赠品,9,11,,,,价格,正面
1843,,,,有点油,15,18,使用体验,正面
1844,,,,很喜欢,0,3,整体,正面
1845,,,,很不错,0,3,整体,正面
1845,保湿效果,12,16,不错,16,18,功效,正面
1845,遮瑕效果,19,23,很好,23,25,功效,正面
1845,,,,不算太贵,27,31,价格,正面
1845,,,,能接受,32,35,价格,正面
1846,,,,挺好的,2,5,整体,正面
1847,,,,不错,0,2,整体,正面
1848,,,,很喜欢,4,7,整体,正面
1848,,,,好,9,10,整体,正面
1848,,,,不错,11,13,整体,正面
1849,,,,还不错,7,10,整体,正面
1849,味道,11,13,一样,17,19,气味,正面
1849,,,,挺好用,24,27,整体,正面
1850,,,,不错,2,4,整体,正面
1850,,,,挺好的,7,10,整体,正面
1851,,,,很滋润,0,3,使用体验,正面
1851,,,,不厚重,4,7,使用体验,正面
1851,,,,好用,8,10,整体,正面
1852,,,,挺好用的,5,9,整体,正面
1853,,,,挺好的,0,3,整体,正面
1854,物流,0,2,很快,2,4,物流,正面
1854,,,,还可以,20,23,整体,正面
1854,,,,满喜欢的,25,29,整体,正面
1855,,,,不错,0,2,整体,正面
1855,,,,挺好用,10,13,整体,正面
1856,,,,假的,6,8,真伪,负面
1856,,,,都是胶,13,16,使用体验,负面
1856,,,,坑人,20,22,整体,负面
1857,,,,非常满意,9,13,整体,正面
1858,,,,一如既往的好,18,24,整体,正面
1858,发货速度,25,29,快,29,30,物流,正面
1858,包装,31,33,仔细,33,35,包装,正面
1858,日期,36,38,新鲜,38,40,新鲜度,正面
1859,,,,不错,0,2,整体,正面
1859,,,,很好,9,11,整体,正面
1860,客服,26,28,没有人理会,28,33,服务,负面
1861,快递,13,15,超快,15,17,物流,正面
1862,物流,13,15,很快,16,18,物流,正面
1862,,,,还不错,9,12,整体,正面
1863,,,,很给力,17,20,整体,正面
1864,,,,东西少了,2,6,其他,负面
